eref	gender	d0	d1	d2	d3	d4	d5	d6	d7	d8	d9	d10	d11	allages
EFFUSION	M	3.9E-6	2.21E-5	1.99E-5	2.28E-5	4.06E-5	5.45E-5	9.55E-5	1.496E-4	1.161E-4	2.89E-5	1.1E-6	0.0	4.606E-4
EFFUSION	F	2.5E-6	1.78E-5	1.64E-5	2.53E-5	3.99E-5	7.34E-5	9.48E-5	1.247E-4	1.282E-4	4.35E-5	1.8E-6	0.0	4.603E-4
EHLERS_DANLOS_SYNDROME	M	0.0	4.0E-7	0.0	7.0E-7	0.0	1.1E-6	0.0	0.0	0.0	0.0	0.0	0.0	2.1E-6
EHLERS_DANLOS_SYNDROME	F	0.0	7.0E-7	0.0	4.0E-7	1.1E-6	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	2.8E-6
EHRLICHIOSIS	M	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
EHRLICHIOSIS	F	0.0	7.0E-7	0.0	0.0	7.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.4E-6
ELBOW_FRACTURE	M	0.0	2.1E-6	4.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	2.8E-6
ELBOW_FRACTURE	F	7.0E-7	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	1.4E-6	2.5E-6	7.0E-7	0.0	0.0	0.0	6.8E-6
ELBOW_PAIN	M	1.1E-5	3.1E-5	1.1E-5	2.17E-5	4.81E-5	5.59E-5	3.67E-5	3.17E-5	1.42E-5	3.9E-6	0.0	0.0	2.654E-4
ELBOW_PAIN	F	1.1E-5	2.6E-5	9.6E-6	2.1E-5	5.13E-5	6.09E-5	5.38E-5	4.7E-5	2.74E-5	8.5E-6	4.0E-7	0.0	3.171E-4
ELECTRICAL_INJURY	M	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	0.0	1.4E-6
ELECTRICAL_INJURY	F	0.0	7.0E-7	4.0E-7	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8E-6
ELECTRODE	M	0.0	0.0	0.0	1.1E-6	1.8E-6	1.4E-6	6.4E-6	1.0E-5	1.25E-5	2.8E-6	0.0	0.0	3.6E-5
ELECTRODE	F	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6	4.3E-6	3.2E-6	9.3E-6	1.8E-6	4.0E-7	0.0	2.03E-5
ELECTROENCEPHALOGRAPHY	M	1.4E-6	1.8E-6	7.0E-7	4.0E-7	1.1E-6	1.4E-6	2.8E-6	2.1E-6	1.1E-6	0.0	0.0	0.0	1.28E-5
ELECTROENCEPHALOGRAPHY	F	1.8E-6	1.8E-6	7.0E-7	4.0E-7	1.4E-6	7.0E-7	1.8E-6	7.0E-7	1.4E-6	7.0E-7	0.0	0.0	1.14E-5
ELECTROLYTE_DISORDER	M	3.9E-6	4.6E-6	1.07E-5	1.64E-5	3.56E-5	6.63E-5	1.126E-4	1.421E-4	8.59E-5	1.5E-5	4.0E-7	0.0	4.902E-4
ELECTROLYTE_DISORDER	F	2.8E-6	5.3E-6	2.49E-5	3.6E-5	7.87E-5	1.176E-4	1.934E-4	2.483E-4	1.87E-4	5.77E-5	1.4E-6	0.0	9.515E-4
ELECTROMYOGRAPHY	M	0.0	0.0	0.0	4.0E-7	1.1E-6	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	2.8E-6
ELECTROMYOGRAPHY	F	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	2.5E-6
ELEPHANTIASIS	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ELEVATED_SERUM_TRANSAMINASES	M	4.0E-7	4.6E-6	1.39E-5	2.46E-5	4.35E-5	6.8E-5	5.06E-5	4.2E-5	1.96E-5	1.4E-6	0.0	0.0	2.686E-4
ELEVATED_SERUM_TRANSAMINASES	F	7.0E-7	3.9E-6	1.46E-5	2.56E-5	4.2E-5	7.05E-5	7.98E-5	6.06E-5	2.89E-5	4.3E-6	0.0	0.0	3.31E-4
ELLIPTOCYTOSIS	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	1.8E-6
EMBOLISM	M	1.1E-6	7.0E-7	7.0E-7	3.6E-6	1.25E-5	2.67E-5	3.81E-5	4.35E-5	2.42E-5	3.6E-6	4.0E-7	0.0	1.525E-4
EMBOLISM	F	0.0	7.0E-7	3.6E-6	8.2E-6	1.28E-5	2.07E-5	3.99E-5	5.66E-5	4.74E-5	1.5E-5	1.4E-6	0.0	2.056E-4
EMOTION	M	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	1.1E-6
EMOTION	F	4.0E-7	0.0	4.0E-7	4.0E-7	0.0	0.0	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	2.1E-6
EMOTIONAL_LABILITY	F	0.0	0.0	0.0	4.0E-7	0.0	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.4E-6
EMPHYSEMA	M	2.1E-6	1.8E-6	4.0E-7	1.8E-6	7.5E-6	3.17E-5	1.083E-4	1.332E-4	7.2E-5	1.25E-5	4.0E-7	0.0	3.676E-4
EMPHYSEMA	F	1.1E-6	4.0E-7	4.0E-7	7.0E-7	8.9E-6	3.28E-5	8.98E-5	1.193E-4	7.3E-5	1.53E-5	0.0	0.0	3.406E-4
ENCEPHALITIS	F	7.0E-7	1.1E-6	7.0E-7	7.0E-7	1.8E-6	1.8E-6	3.9E-6	2.8E-6	1.1E-6	4.0E-7	0.0	0.0	1.5E-5
ENCEPHALOCELE	M	4.0E-7	0.0	0.0	0.0	7.0E-7	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.4E-6
ENCEPHALOCELE	F	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
ENCEPHALOMYELITIS	M	0.0	7.0E-7	0.0	4.0E-7	7.0E-7	1.4E-6	2.1E-6	4.3E-6	7.0E-7	0.0	0.0	0.0	1.03E-5
ENCEPHALOMYELITIS	F	7.0E-7	1.1E-6	7.0E-7	7.0E-7	1.8E-6	1.8E-6	3.9E-6	2.8E-6	1.1E-6	4.0E-7	0.0	0.0	1.5E-5
ENCEPHALOPATHY	M	1.1E-5	1.21E-5	1.8E-6	2.8E-6	5.0E-6	1.32E-5	2.6E-5	3.38E-5	2.71E-5	6.4E-6	0.0	0.0	1.393E-4
ENCEPHALOPATHY	F	5.3E-6	7.5E-6	2.1E-6	1.4E-6	5.3E-6	1.07E-5	1.57E-5	2.67E-5	2.81E-5	1.18E-5	4.0E-7	0.0	1.147E-4
ENDOCARDIAL_FIBROELASTOSIS	M	0.0	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	1.8E-6
ENDOCARDIAL_FIBROELASTOSIS	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	7.0E-7
ENDOCARDITIS	M	7.0E-7	4.0E-7	4.0E-7	1.1E-6	1.8E-6	5.7E-6	8.9E-6	1.67E-5	1.64E-5	2.8E-6	0.0	0.0	5.49E-5
ENDOCARDITIS	F	0.0	4.0E-7	7.0E-7	1.1E-6	2.1E-6	5.7E-6	1.21E-5	2.07E-5	2.14E-5	5.0E-6	4.0E-7	0.0	6.91E-5
ENDOCRINE_DISEASE	M	5.3E-6	1.14E-5	2.71E-5	8.8E-5	2.447E-4	5.582E-4	9.996E-4	0.0010092	4.204E-4	5.31E-5	1.1E-6	0.0	0.0034114
ENDOCRINE_DISEASE	F	1.25E-5	2.1E-5	1.001E-4	2.483E-4	4.118E-4	6.202E-4	0.0010566	0.0011086	5.675E-4	1.19E-4	5.3E-6	0.0	0.0039347
ENDOCRINE_NEOPLASM	M	4.0E-7	4.0E-7	4.0E-7	1.1E-6	3.2E-6	4.6E-6	6.4E-6	3.6E-6	2.5E-6	4.0E-7	0.0	0.0	2.14E-5
ENDOCRINE_NEOPLASM	F	0.0	7.0E-7	2.5E-6	7.5E-6	8.5E-6	1.14E-5	1.14E-5	1.0E-5	6.4E-6	4.0E-7	0.0	0.0	5.7E-5
ENDOMETRIAL_DYSPLASIA	F	0.0	0.0	1.8E-6	3.6E-6	1.89E-5	1.53E-5	9.6E-6	6.4E-6	2.5E-6	0.0	0.0	0.0	5.81E-5
ENDOMETRIOSIS	F	0.0	1.4E-6	1.71E-5	3.88E-5	4.81E-5	1.75E-5	1.03E-5	2.5E-6	7.0E-7	0.0	0.0	0.0	1.158E-4
ENDOMETRITIS	F	0.0	4.0E-7	2.8E-6	7.1E-6	4.6E-6	1.4E-6	7.0E-7	1.1E-6	7.0E-7	0.0	0.0	0.0	1.85E-5
ENDOMYOCARDIAL_FIBROSIS	M	0.0	0.0	0.0	0.0	0.0	7.0E-7	2.5E-6	4.3E-6	3.2E-6	7.0E-7	0.0	0.0	1.14E-5
ENDOMYOCARDIAL_FIBROSIS	F	0.0	0.0	0.0	0.0	7.0E-7	7.0E-7	1.1E-6	2.8E-6	1.8E-6	1.1E-6	0.0	0.0	8.2E-6
ENDOPHTHALMITIS	M	4.0E-7	4.0E-7	0.0	1.1E-6	7.0E-7	4.0E-7	7.0E-7	1.4E-6	1.8E-6	4.0E-7	0.0	0.0	6.1E-6
ENDOPHTHALMITIS	F	4.0E-7	1.1E-6	7.0E-7	0.0	1.4E-6	1.1E-6	1.8E-6	1.8E-6	7.0E-7	1.1E-6	0.0	0.0	1.0E-5
ENDOSCOPY	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	7.0E-7
ENOPHTHALMOS	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
ENOPHTHALMOS	F	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
ENTERITIS	M	5.66E-5	2.49E-5	1.18E-5	1.21E-5	1.28E-5	1.21E-5	1.46E-5	1.32E-5	5.0E-6	1.1E-6	4.0E-7	0.0	1.646E-4
ENTERITIS	F	5.13E-5	3.28E-5	2.39E-5	2.21E-5	2.71E-5	2.96E-5	2.32E-5	1.85E-5	1.42E-5	4.3E-6	7.0E-7	0.0	2.476E-4
ENTEROBIUS_VERMICULARIS	M	6.1E-6	2.5E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5E-6
ENTEROBIUS_VERMICULARIS	F	8.9E-6	2.1E-6	1.1E-6	1.1E-6	0.0	2.1E-6	0.0	7.0E-7	7.0E-7	0.0	0.0	0.0	1.67E-5
ENTEROCOLITIS	M	4.0E-7	7.0E-7	1.1E-6	1.1E-6	7.0E-7	3.6E-6	1.4E-6	2.5E-6	7.0E-7	4.0E-7	0.0	0.0	1.21E-5
ENTEROCOLITIS	F	1.4E-6	7.0E-7	1.4E-6	1.1E-6	1.4E-6	2.5E-6	3.2E-6	1.4E-6	1.1E-6	4.0E-7	0.0	0.0	1.28E-5
ENTEROSTOMY	M	0.0	4.0E-7	0.0	7.0E-7	1.4E-6	7.0E-7	2.1E-6	3.9E-6	1.8E-6	0.0	0.0	0.0	9.3E-6
ENTEROSTOMY	F	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	1.4E-6	1.8E-6	2.5E-6	2.5E-6	4.0E-7	0.0	0.0	9.6E-6
ENTEROVIRUS	M	3.9E-6	1.1E-6	4.0E-7	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	5.3E-6
ENTEROVIRUS	F	2.5E-6	1.1E-6	4.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	4.6E-6
ENTHESOPATHY	M	7.0E-7	1.03E-5	1.46E-5	2.17E-5	3.6E-5	4.1E-5	4.52E-5	3.6E-5	1.39E-5	3.2E-6	0.0	0.0	2.109E-4
ENTHESOPATHY	F	4.0E-7	1.03E-5	1.32E-5	2.96E-5	4.84E-5	8.48E-5	1.047E-4	1.012E-4	5.45E-5	8.9E-6	7.0E-7	0.0	4.239E-4
ENTROPION	M	7.0E-7	7.0E-7	0.0	0.0	0.0	0.0	1.8E-6	2.8E-6	3.6E-6	7.0E-7	0.0	0.0	1.0E-5
ENTROPION	F	4.0E-7	0.0	4.0E-7	0.0	4.0E-7	0.0	1.8E-6	1.1E-6	3.2E-6	1.8E-6	0.0	0.0	8.2E-6
ENURESIS	M	1.1E-5	1.14E-5	7.0E-7	7.0E-7	4.0E-7	7.0E-7	7.0E-7	1.8E-6	3.6E-6	0.0	0.0	0.0	3.06E-5
ENURESIS	F	9.6E-6	9.3E-6	4.0E-7	4.0E-7	0.0	1.4E-6	2.1E-6	1.1E-6	1.1E-6	4.0E-7	0.0	0.0	2.35E-5
ENVIRONMENTAL_EXPOSURE	M	5.0E-6	2.5E-6	1.1E-6	1.4E-6	2.1E-6	1.4E-6	3.9E-6	2.1E-6	2.8E-6	7.0E-7	0.0	0.0	1.21E-5
ENVIRONMENTAL_EXPOSURE	F	5.0E-6	1.8E-6	2.1E-6	2.5E-6	3.6E-6	2.8E-6	3.2E-6	2.1E-6	1.4E-6	4.0E-7	0.0	0.0	1.82E-5
ENZYMATIC_FAT_NECROSIS	M	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	7.0E-7
ENZYMATIC_FAT_NECROSIS	F	0.0	0.0	0.0	1.1E-6	6.8E-6	9.3E-6	7.1E-6	5.0E-6	3.2E-6	4.0E-7	0.0	0.0	3.28E-5
ENZYME_DEFICIENCY	M	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	7.0E-7	1.4E-6	0.0	0.0	0.0	0.0	2.8E-6
ENZYME_DEFICIENCY	F	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	1.1E-6	7.0E-7	7.0E-7	0.0	0.0	0.0	2.8E-6
EOSINOPHILIA	M	2.5E-6	1.4E-6	1.1E-6	4.0E-7	1.1E-6	1.4E-6	3.2E-6	2.8E-6	1.1E-6	4.0E-7	0.0	0.0	1.53E-5
EOSINOPHILIA	F	0.0	1.8E-6	7.0E-7	1.1E-6	1.4E-6	1.8E-6	3.9E-6	3.6E-6	1.8E-6	4.0E-7	0.0	0.0	1.64E-5
EOSINOPHILIA_MYALGIA_SYNDROME	M	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7
EOSINOPHILIA_MYALGIA_SYNDROME	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
EOSINOPHILIC_ESOPHAGITIS	M	1.1E-6	1.4E-6	4.0E-7	1.4E-6	1.4E-6	7.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	7.5E-6
EOSINOPHILIC_ESOPHAGITIS	F	7.0E-7	4.0E-7	7.0E-7	1.8E-6	7.0E-7	4.0E-7	7.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	6.4E-6
EOSINOPHILIC_GASTROENTERITIS	M	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
EOSINOPHILIC_GASTROENTERITIS	F	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	0.0	1.4E-6
EPIDEMIC_KERATOCONJUNCTIVITIS	M	2.1E-6	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	3.6E-6
EPIDEMIC_KERATOCONJUNCTIVITIS	F	2.8E-6	7.0E-7	0.0	4.0E-7	7.0E-7	0.0	7.0E-7	4.0E-7	7.0E-7	0.0	0.0	0.0	6.4E-6
EPIDEMIC_PLEURODYNIA	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	0.0	1.1E-6
EPIDEMIC_PLEURODYNIA	F	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	0.0	1.4E-6
EPIDEMIC_VOMITING_SYNDROME	F	0.0	4.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7
EPIDERMOID_CYST	M	5.7E-6	3.21E-5	4.63E-5	5.98E-5	8.37E-5	9.37E-5	1.133E-4	1.122E-4	5.09E-5	5.7E-6	0.0	0.0	6.035E-4
EPIDERMOID_CYST	F	8.2E-6	3.06E-5	5.13E-5	8.16E-5	1.022E-4	1.225E-4	1.489E-4	1.122E-4	6.2E-5	1.14E-5	7.0E-7	0.0	7.317E-4
EPIDIDYMITIS	M	2.1E-6	1.0E-5	1.46E-5	2.42E-5	2.99E-5	2.28E-5	2.6E-5	2.14E-5	7.1E-6	1.1E-6	0.0	0.0	1.592E-4
EPIDIDYMITIS	F	0.0	0.0	0.0	0.0	4.0E-7	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	1.1E-6
EPIDURAL_HEMATOMA	M	4.0E-7	0.0	7.0E-7	0.0	0.0	4.0E-7	4.0E-7	0.0	7.0E-7	4.0E-7	0.0	0.0	2.1E-6
EPIDURAL_HEMATOMA	F	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	2.1E-6
EPIGLOTTITIS	M	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	0.0	4.0E-7	7.0E-7	0.0	0.0	0.0	0.0	2.1E-6
EPIGLOTTITIS	F	4.0E-7	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	0.0	0.0	0.0	2.1E-6
EPILEPSY	M	3.2E-6	1.03E-5	9.6E-6	1.18E-5	1.82E-5	2.46E-5	2.71E-5	2.28E-5	1.71E-5	2.5E-6	0.0	0.0	1.471E-4
EPILEPSY	F	5.0E-6	1.0E-5	1.03E-5	1.46E-5	2.56E-5	2.56E-5	3.1E-5	3.28E-5	1.85E-5	3.2E-6	0.0	0.0	1.767E-4
EPILEPSY_DURING_PREGNANCY	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	0.0	4.0E-7
EPILEPSY_DURING_PREGNANCY	F	0.0	4.0E-7	1.4E-6	1.1E-6	0.0	7.0E-7	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	2.8E-6
EPISCLERITIS	M	4.0E-7	4.0E-7	0.0	4.0E-7	1.1E-6	7.0E-7	1.8E-6	7.0E-7	0.0	0.0	0.0	0.0	3.9E-6
EPISCLERITIS	F	0.0	0.0	4.0E-7	1.8E-6	3.6E-6	1.8E-6	1.4E-6	7.0E-7	4.0E-7	4.0E-7	0.0	0.0	9.6E-6
EPISODIC_DYSCONTROL_SYNDROME	M	4.0E-7	3.9E-6	7.0E-7	7.0E-7	1.1E-6	4.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	8.9E-6
EPISODIC_DYSCONTROL_SYNDROME	F	0.0	1.4E-6	0.0	7.0E-7	4.0E-7	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	2.8E-6
EPISTAXIS	M	3.63E-5	4.24E-5	1.39E-5	1.14E-5	1.21E-5	2.24E-5	3.31E-5	4.74E-5	3.31E-5	4.3E-6	4.0E-7	0.0	2.569E-4
EPISTAXIS	F	2.32E-5	2.49E-5	1.25E-5	8.2E-6	1.53E-5	2.96E-5	3.81E-5	4.6E-5	2.64E-5	5.3E-6	0.0	0.0	2.294E-4
ERUPTION	M	1.528E-4	6.73E-5	6.27E-5	5.38E-5	6.7E-5	7.94E-5	9.69E-5	9.9E-5	4.13E-5	8.5E-6	4.0E-7	0.0	7.292E-4
ERUPTION	F	1.357E-4	8.34E-5	8.8E-5	1.083E-4	1.236E-4	1.446E-4	1.738E-4	1.418E-4	7.45E-5	1.6E-5	1.4E-6	0.0	0.0010912
ERYSIPELAS	M	0.0	0.0	0.0	0.0	0.0	7.0E-7	1.8E-6	7.0E-7	7.0E-7	0.0	0.0	0.0	3.9E-6
ERYSIPELAS	F	0.0	0.0	1.1E-6	0.0	4.0E-7	4.0E-7	7.0E-7	0.0	4.0E-7	0.0	0.0	0.0	2.8E-6
ERYSIPELOTHRIX	M	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	0.0	0.0	0.0	4.0E-7
ERYTHEMA	M	3.9E-6	2.5E-6	2.8E-6	4.6E-6	8.2E-6	9.6E-6	1.71E-5	1.1E-5	7.8E-6	1.1E-6	0.0	0.0	6.59E-5
ERYTHEMA	F	2.1E-6	2.8E-6	4.6E-6	9.6E-6	9.3E-6	2.14E-5	2.46E-5	2.6E-5	1.32E-5	3.6E-6	0.0	0.0	1.147E-4
ERYTHEMA_INFECTIOSUM	M	1.67E-5	6.1E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28E-5
ERYTHEMA_INFECTIOSUM	F	1.64E-5	6.4E-6	1.8E-6	1.4E-6	7.0E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67E-5
ERYTHEMA_MULTIFORME	M	3.6E-6	1.8E-6	7.0E-7	0.0	4.0E-7	7.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	0.0	5.7E-6
ERYTHEMA_MULTIFORME	F	3.6E-6	1.4E-6	1.8E-6	1.1E-6	1.1E-6	7.0E-7	1.1E-6	1.1E-6	4.0E-7	0.0	0.0	0.0	1.03E-5
ERYTHEMA_NODOSUM	M	4.0E-7	7.0E-7	4.0E-7	4.0E-7	7.0E-7	7.0E-7	7.0E-7	1.1E-6	0.0	0.0	0.0	0.0	5.0E-6
ERYTHEMA_NODOSUM	F	0.0	1.1E-6	1.8E-6	1.8E-6	7.0E-7	4.0E-7	2.8E-6	1.8E-6	4.0E-7	0.0	0.0	0.0	1.07E-5
ERYTHROCYTE_DISORDER	M	1.8E-6	1.1E-6	1.4E-6	1.8E-6	4.6E-6	7.1E-6	1.35E-5	8.9E-6	4.3E-6	4.0E-7	0.0	0.0	4.2E-5
ERYTHROCYTE_DISORDER	F	1.4E-6	1.1E-6	3.6E-6	3.9E-6	3.6E-6	6.1E-6	6.1E-6	8.2E-6	3.9E-6	1.8E-6	4.0E-7	0.0	3.03E-5
ERYTHROMELALGIA	M	0.0	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	0.0	0.0	0.0	0.0	0.0	7.0E-7
ERYTHROMELALGIA	F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	1.4E-6
ESCHERICHIA_COLI	M	7.0E-7	1.4E-6	7.0E-7	4.0E-7	2.5E-6	5.0E-6	8.2E-6	1.89E-5	8.2E-6	2.8E-6	4.0E-7	0.0	4.92E-5
ESCHERICHIA_COLI	F	3.2E-6	1.8E-6	5.7E-6	4.3E-6	5.3E-6	1.07E-5	2.14E-5	3.85E-5	3.67E-5	1.42E-5	4.0E-7	0.0	1.421E-4
ESOPHAGEAL_CANCER	M	0.0	0.0	0.0	0.0	1.1E-6	1.8E-6	1.03E-5	8.9E-6	1.4E-6	7.0E-7	0.0	0.0	2.39E-5
ESOPHAGEAL_CANCER	F	0.0	0.0	4.0E-7	4.0E-7	7.0E-7	4.0E-7	4.0E-7	1.4E-6	1.4E-6	4.0E-7	0.0	0.0	4.6E-6
ESOPHAGEAL_DISEASE	M	1.001E-4	4.24E-5	7.09E-5	1.56E-4	2.964E-4	3.994E-4	5.732E-4	5.351E-4	2.558E-4	4.13E-5	4.0E-7	0.0	0.0024709
ESOPHAGEAL_DISEASE	F	8.59E-5	5.02E-5	1.161E-4	2.369E-4	3.912E-4	6.024E-4	8.806E-4	8.058E-4	4.25E-4	8.48E-5	3.9E-6	0.0	0.0036829
ESOPHAGEAL_DYSMOTILITY	M	4.0E-7	0.0	0.0	1.4E-6	2.8E-6	2.1E-6	3.9E-6	7.5E-6	5.7E-6	7.0E-7	0.0	0.0	2.35E-5
ESOPHAGEAL_DYSMOTILITY	F	0.0	0.0	1.1E-6	2.1E-6	6.8E-6	8.9E-6	1.42E-5	1.53E-5	6.8E-6	1.4E-6	0.0	0.0	5.63E-5
ESOPHAGEAL_HEMORRHAGE	M	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	1.8E-6	1.8E-6	1.4E-6	4.0E-7	0.0	0.0	6.1E-6
ESOPHAGEAL_HEMORRHAGE	F	0.0	0.0	0.0	1.1E-6	0.0	1.1E-6	4.0E-7	2.5E-6	1.1E-6	0.0	0.0	0.0	6.1E-6
ESOPHAGEAL_NEOPLASM	M	0.0	0.0	0.0	4.0E-7	0.0	4.3E-6	4.6E-6	5.0E-6	1.8E-6	7.0E-7	0.0	0.0	1.67E-5
ESOPHAGEAL_NEOPLASM	F	0.0	0.0	7.0E-7	1.1E-6	1.1E-6	4.6E-6	4.3E-6	3.6E-6	3.2E-6	0.0	0.0	0.0	1.85E-5
ESOPHAGEAL_PERFORATION	M	0.0	0.0	0.0	0.0	7.0E-7	4.0E-7	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	2.5E-6
ESOPHAGEAL_PERFORATION	F	0.0	0.0	0.0	0.0	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	7.0E-7	0.0	0.0	2.5E-6
ESOPHAGEAL_STRICTURE	M	4.0E-7	4.0E-7	2.1E-6	5.0E-6	9.6E-6	2.07E-5	4.03E-5	3.95E-5	1.99E-5	3.2E-6	0.0	0.0	1.411E-4
ESOPHAGEAL_STRICTURE	F	0.0	4.0E-7	4.0E-7	2.8E-6	1.07E-5	2.17E-5	4.13E-5	4.84E-5	2.64E-5	7.5E-6	4.0E-7	0.0	1.6E-4
ESOPHAGEAL_VARICES	M	4.0E-7	4.0E-7	4.0E-7	4.0E-7	2.1E-6	7.1E-6	7.8E-6	6.1E-6	1.1E-6	4.0E-7	0.0	0.0	2.56E-5
ESOPHAGEAL_VARICES	F	0.0	0.0	0.0	0.0	0.0	5.3E-6	5.0E-6	6.1E-6	1.4E-6	0.0	0.0	0.0	1.78E-5
ESOPHAGEAL_VARICES_WITH_BLEEDING	M	4.0E-7	0.0	0.0	0.0	0.0	2.1E-6	2.5E-6	2.1E-6	7.0E-7	0.0	0.0	0.0	7.8E-6
ESOPHAGEAL_VARICES_WITH_BLEEDING	F	0.0	0.0	0.0	0.0	0.0	1.8E-6	1.8E-6	1.8E-6	7.0E-7	0.0	0.0	0.0	6.1E-6
ESOPHAGITIS	M	4.6E-6	8.2E-6	8.5E-6	1.75E-5	2.46E-5	4.81E-5	6.95E-5	5.77E-5	1.89E-5	2.5E-6	0.0	0.0	2.593E-4
ESOPHAGITIS	F	2.5E-6	6.4E-6	1.5E-5	2.32E-5	3.74E-5	5.27E-5	8.37E-5	7.62E-5	3.21E-5	5.0E-6	4.0E-7	0.0	3.345E-4
ESOPHORIA	M	5.3E-6	3.2E-6	4.0E-7	4.0E-7	4.0E-7	4.0E-7	4.0E-7	7.0E-7	4.0E-7	0.0	0.0	0.0	1.14E-5
