symptom	name	labs	labNames
HYPOGLYCEMIA	hypoglycemia	(GLUCOSE_IN_SERUM/PLASMA_FASTING CORTISOL_IN_SERUM LIVER_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA ANTI_INSULIN_ANTIBODY C_PEPTIDE_IN_SERUM INSULIN_IN_SERUM IGF_2_IN_SERUM GLUCOSE_IN_SERUM/PLASMA)	(glucose in serum/plasma fasting cortisol in serum liver (function) tests (LFT, liver panel, hepatic function panel) creatinine in serum/plasma anti-insulin antibody C-peptide in serum insulin in serum IGF-2 in serum glucose in serum/plasma)
LEUCINE_INDUCED_HYPOGLYCEMIA	leucine-induced hypoglycemia; leucine-sensitive hypoglycemia of infancy	(GLUCOSE_IN_SERUM/PLASMA)	(glucose in serum/plasma)
FAMILIAL_HYPERINSULINEMIC_HYPOGLYCEMIA	familial hyperinsulinemic hypoglycemia; persistent hyperinsulinemic hypoglycemia of infancy (PHHI); congenital hyperinsulinism	(GLUCOSE_IN_SERUM/PLASMA INSULIN_IN_SERUM)	(glucose in serum/plasma insulin in serum)
ESSENTIAL_TREMOR	essential tremor	(CHEMISTRY_PANEL ELECTROLYTES_IN_SERUM UREA_NITROGEN_IN_SERUM/PLASMA UREA_NITROGEN_IN_BLOOD CREATININE_IN_SERUM/PLASMA LIVER_FUNCTION_TEST THYROID_FUNCTION_TEST CERULOPLASMIN_IN_SERUM)	(chemistry panel electrolytes in serum urea nitrogen in serum/plasma urea nitrogen in blood; blood urea nitrogen (BUN) creatinine in serum/plasma liver (function) tests (LFT, liver panel, hepatic function panel) thyroid function test ceruloplasmin in serum)
SYNCOPE	syncope	(COMPLETE_BLOOD_COUNT RENAL_FUNCTION_TEST ELECTROLYTE_PANEL URINE_TOXICOLOGY)	(complete blood count (CBC) renal function tests; renal function panel electrolyte panel urine toxicology)
SEIZURE	seizure; epileptic seizure	(COMPLETE_BLOOD_COUNT ELECTROLYTE_PANEL CALCIUM_IN_SERUM/PLASMA MAGNESIUM_IN_SERUM PHOSPHORUS_IN_SERUM GLUCOSE_IN_SERUM/PLASMA RENAL_FUNCTION_TEST LIVER_FUNCTION_TEST NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM URINE_TOXICOLOGY URINALYSIS THERAPEUTIC_DRUG_MEASUREMENT ARTERIAL_BLOOD_GAS CEREBROSPINAL_FLUID_ANALYSIS)	(complete blood count (CBC) electrolyte panel calcium (Ca+2) in serum/plasma/blood magnesium (Mg+2) in serum phosphorus (inorganic phosphate) in serum glucose in serum/plasma renal function tests; renal function panel liver (function) tests (LFT, liver panel, hepatic function panel) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum urine toxicology urinalysis (UA) therapeutic drug measurement arterial blood gas (ABG) cerebrospinal fluid analysis)
VOMITING	vomiting	(PREGNANCY_TEST ELECTROLYTE_PANEL LIVER_FUNCTION_TEST)	(pregnancy test electrolyte panel liver (function) tests (LFT, liver panel, hepatic function panel))
CYCLIC_VOMITING_SYNDROME	cyclic vomiting syndrome (CVS)	(CANNABINOID_IN_URINE)	(cannabinoid in urine)
IRRITABILITY	irritability (impatience, hyperexcitability)	(ELECTROLYTE_PANEL COMPLETE_BLOOD_COUNT THYROID_FUNCTION_TEST URINE_TOXICOLOGY)	(electrolyte panel complete blood count (CBC) thyroid function test urine toxicology)
HYPERTENSION	hypertension (HTN, high blood pressure, HBP)	(ELECTROLYTE_PANEL POTASSIUM_IN_SERUM CREATININE_IN_SERUM/PLASMA GLUCOSE_IN_SERUM/PLASMA PHOSPHORUS_IN_SERUM CALCIUM_IN_SERUM/PLASMA ALBUMIN_IN_SERUM ALKALINE_PHOSPHATASE_IN_SERUM BILIRUBIN_TOTAL_IN_SERUM CHOLESTEROL_IN_SERUM/PLASMA URIC_ACID_IN_SERUM ALDOSTERONE_IN_SERUM RENIN_IN_PLASMA THYROID_FUNCTION_TEST URINALYSIS 24_HOUR_URINE COMPLETE_BLOOD_COUNT CAPTOPRIL_STIMULATION_TEST)	(electrolyte panel potassium (K+) in serum/plasma creatinine in serum/plasma glucose in serum/plasma phosphorus (inorganic phosphate) in serum calcium (Ca+2) in serum/plasma/blood albumin in serum alkaline phosphatase (ALP) in serum bilirubin (total) in serum (TBIL) cholesterol in serum/plasma uric acid in serum aldosterone in serum/plasma renin in plasma thyroid function test urinalysis (UA) 24 hour urine complete blood count (CBC) captopril-renin stimulation test)
HYPERTENSION_IN_ADOLESCENTS_&_CHILDREN	hypertension in adolescents & children	(CHEMISTRY_8_PANEL GLUCOSE_IN_SERUM/PLASMA RENAL_FUNCTION_TEST)	(chemistry 8 panel (basic metabolic panel, BMP, basic chemistry panel) glucose in serum/plasma renal function tests; renal function panel)
CHRONIC_HYPERTENSION	chronic hypertension	(CREATININE_IN_SERUM/PLASMA)	(creatinine in serum/plasma)
PREGNANCY_INDUCED_HYPERTENSION	pregnancy-induced hypertension; gestational hypertension (PIH)	(PROTEIN_IN_URINE)	(protein in urine)
HELLP_SYNDROME	HELLP syndrome	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR LIVER_FUNCTION_TEST ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM BILIRUBIN_CONJUGATED_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM RENAL_FUNCTION_TEST UREA_NITROGEN_IN_BLOOD 24_HOUR_URINE_VOLUME 24_HOUR_URINE_PROTEIN PROTHROMBIN_TIME PARTIAL_THROMBOPLASTIN_TIME)	(complete blood count (CBC) peripheral blood smear liver (function) tests (LFT, liver panel, hepatic function panel) alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) bilirubin conjugated in serum lactate dehydrogenase (LDH) in serum renal function tests; renal function panel urea nitrogen in blood; blood urea nitrogen (BUN) 24 hour urine volume 24 hour urine protein prothrombin time (PT) partial thromboplastin time (PTT))
PRE_ECLAMPSIA	pre-eclampsia/eclampsia	(COMPLETE_BLOOD_COUNT PLATELET_COUNT URINALYSIS ALANINE_AMINOTRANSFERASE_IN_SERUM ASPARTATE_AMINOTRANSFERASE_IN_SERUM URIC_ACID_IN_SERUM CREATININE_IN_SERUM/PLASMA PULSE_OXIMETRY CREATININE_CLEARANCE 24_HOUR_URINE_PROTEIN 24_HOUR_VANILLYLMANDELATE_IN_URINE)	(complete blood count (CBC) platelet count urinalysis (UA) alanine aminotransferase (ALT) in serum (SGPT) aspartate aminotransferase (AST) in serum (SGOT) uric acid in serum creatinine in serum/plasma pulse oximetry creatinine clearance 24 hour urine protein 24 hour urine vanillylmandelate (VMA))
FATIGUE	fatigue; lassitude; tiredness	(COMPLETE_BLOOD_COUNT THYROID_FUNCTION_TEST RENAL_FUNCTION_TEST LIVER_FUNCTION_TEST ELECTROLYTE_PANEL URINALYSIS ERYTHROCYTE_SEDIMENTATION_RATE PAPANICOLAOU_SMEAR FECAL_OCCULT_BLOOD)	(complete blood count (CBC) thyroid function test renal function tests; renal function panel liver (function) tests (LFT, liver panel, hepatic function panel) electrolyte panel urinalysis (UA) erythrocyte sedimentation rate (ESR) Papanicolaou (Pap) smear fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure))
DEPRESSION	depression	(THYROID_FUNCTION_TEST COMPLETE_BLOOD_COUNT ELECTROLYTE_PANEL RENAL_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA CALCIUM_IN_SERUM/PLASMA GLUCOSE_IN_SERUM/PLASMA LIVER_FUNCTION_TEST ASPARTATE_AMINOTRANSFERASE_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM GAMMA_GLUTAMYLTRANSFERASE_IN_SERUM ALBUMIN_IN_SERUM COSYNTROPIN_STIMULATION_TEST CORTISOL_IN_SERUM VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA ERYTHROCYTE_SEDIMENTATION_RATE URINALYSIS SEROLOGY HOMOCYSTEINE_IN_SERUM/PLASMA CATECHOLAMINES_IN_CSF)	(thyroid function test complete blood count (CBC) electrolyte panel renal function tests; renal function panel creatinine in serum/plasma calcium (Ca+2) in serum/plasma/blood glucose in serum/plasma liver (function) tests (LFT, liver panel, hepatic function panel) aspartate aminotransferase (AST) in serum (SGOT) lactate dehydrogenase (LDH) in serum gamma-glutamyltransferase (GGT) in serum albumin in serum cosyntropin (ACTH, Cortrosyn) stimulation test (delta cortisol test) cortisol in serum vitamin B12 in serum/plasma folate in serum/plasma erythrocyte sedimentation rate (ESR) urinalysis (UA) serology homocysteine in serum/plasma catecholamines in CSF)
DEPRESSION_IN_THE_ELDERLY	depression in the elderly	(COMPLETE_BLOOD_COUNT GLUCOSE_IN_SERUM/PLASMA THYROID_STIMULATING_HORMONE_IN_SERUM VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA HOMOCYSTEINE_IN_SERUM/PLASMA)	(complete blood count (CBC) glucose in serum/plasma thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum vitamin B12 in serum/plasma folate in serum/plasma homocysteine in serum/plasma)
COUGH	cough	(BORDETELLA_PERTUSSIS_ANTIGEN_IN_BODY_FLUID)	(Bordetella pertussis antigen in body fluid)
CHRONIC_COUGH	chronic cough	(EOSINOPHILS_IN_SPUTUM)	(eosinophils in sputum)
SPHEROCYTOSIS	spherocytosis (microspherocytosis)	(COMPLETE_BLOOD_COUNT MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION MEAN_CORPUSCULAR_VOLUME PERIPHERAL_BLOOD_SMEAR RETICULOCYTE_COUNT DIRECT_ANTIGLOBULIN_TEST ANTI_HUMAN_GLOBULIN_TEST ERYTHROCYTE_OSMOTIC_FRAGILITY LACTATE_DEHYDROGENASE_IN_SERUM BILIRUBIN_UNCONJUGATED_IN_SERUM)	(complete blood count (CBC) mean corpuscular hemoglobin concentration (MCHC) mean corpuscular volume (MCV) peripheral blood smear reticulocyte count direct antiglobulin test (DAT, direct Coomb's test) anti-human globulin test (Coomb's test) erythrocyte osmotic fragility lactate dehydrogenase (LDH) in serum bilirubin unconjugated in serum)
AIR_EMBOLISM	air embolism	(ARTERIAL_BLOOD_GAS)	(arterial blood gas (ABG))
FAT_EMBOLISM	fat embolism	(ARTERIAL_BLOOD_GAS COMPLETE_BLOOD_COUNT)	(arterial blood gas (ABG) complete blood count (CBC))
AMNIOTIC_FLUID_EMBOLISM	amniotic fluid embolism	(ARTERIAL_BLOOD_GAS NEGATIVE_LOG_H+_CONCENTRATION PARTIAL_PRESSURE_OF_OXYGEN PARTIAL_PRESSURE_OF_CARBON_DIOXIDE BASE_EXCESS COMPLETE_BLOOD_COUNT HEMATOCRIT PROTHROMBIN_TIME PARTIAL_THROMBOPLASTIN_TIME TYPE&SCREEN)	(arterial blood gas (ABG) - logarithm[10] H+ concentration (pH) partial pressure of oxygen (pO2) partial pressure of carbon dioxide (pCO2) base excess complete blood count (CBC) hematocrit (Hct) of blood prothrombin time (PT) partial thromboplastin time (PTT) type & screen)
ATHEROEMBOLISM	atheroembolism (cholesterol embolism)	(COMPLETE_BLOOD_COUNT RENAL_FUNCTION_TEST CREATININE_IN_SERUM/PLASMA URINALYSIS CH50_ASSAY ERYTHROCYTE_SEDIMENTATION_RATE)	(complete blood count (CBC) renal function tests; renal function panel creatinine in serum/plasma urinalysis (UA) CH50 Assay (serum) erythrocyte sedimentation rate (ESR))
ATHEROEMBOLIC_RENAL_FAILURE	atheroembolic renal failure	(ERYTHROCYTE_SEDIMENTATION_RATE CH50_ASSAY COMPLETE_BLOOD_COUNT)	(erythrocyte sedimentation rate (ESR) CH50 Assay (serum) complete blood count (CBC))
HEMORRHAGE	hemorrhage (bleeding)	(COMPLETE_BLOOD_COUNT PROTHROMBIN_TIME PARTIAL_THROMBOPLASTIN_TIME BLEEDING_TIME CLOT_LYSIS_TIME THROMBIN_TIME FIBRINOGEN_IN_PLASMA)	(complete blood count (CBC) prothrombin time (PT) partial thromboplastin time (PTT) bleeding time clot lysis time thrombin time (TT) fibrinogen in plasma)
OCULAR_HEMORRHAGE	ocular hemorrhage (hemophthalmos)	(COMPLETE_BLOOD_COUNT PROTHROMBIN_TIME INTERNATIONAL_NORMALIZED_RATIO PARTIAL_THROMBOPLASTIN_TIME)	(complete blood count (CBC) prothrombin time (PT) International normalized ratio (INR) partial thromboplastin time (PTT))
VAGINAL_BLEEDING	vaginal bleeding; abnormal uterine bleeding; anovulatory bleeding	(COMPLETE_BLOOD_COUNT THYROID_FUNCTION_TEST THYROID_STIMULATING_HORMONE_IN_SERUM FREE_THYROXINE_IN_SERUM PROLACTIN_IN_SERUM FOLLICLE_STIMULATING_HORMONE_IN_SERUM RENAL_FUNCTION_TEST LIVER_FUNCTION_TEST PAPANICOLAOU_SMEAR)	(complete blood count (CBC) thyroid function test thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum thyroxine [T4] (free) in serum prolactin in serum follicle-stimulating hormone (FSH) in serum renal function tests; renal function panel liver (function) tests (LFT, liver panel, hepatic function panel) Papanicolaou (Pap) smear)
EPISTAXIS	epistaxis (nose bleed)	(COMPLETE_BLOOD_COUNT BLEEDING_TIME PARTIAL_THROMBOPLASTIN_TIME PROTHROMBIN_TIME)	(complete blood count (CBC) bleeding time partial thromboplastin time (PTT) prothrombin time (PT))
HEMATURIA	hematuria	(URINE_MICROSCOPY PROTEIN_IN_URINE ERYTHROCYTE_CAST UREA_NITROGEN_IN_SERUM/PLASMA CREATININE_IN_SERUM/PLASMA URINE_CYTOLOGY URINE_CULTURE URINALYSIS COMPLETE_BLOOD_COUNT PT/PTT PARTIAL_THROMBOPLASTIN_TIME PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM ELECTROLYTE_PANEL SEROLOGY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM ANTI_STREPTOLYSIN_O_IN_BODY_FLUID RAPID_PLASMA_REAGIN ANTI_GLOMERULAR_BASEMENT_MEMBRANE_ANTIBODY CANCA PANCA URINE_PROTEIN_ELECTROPHORESIS HEMOGLOBIN_ELECTROPHORESIS)	(urine microscopy protein in urine erythrocyte cast (RBC cast) urea nitrogen in serum/plasma creatinine in serum/plasma urine cytology urine culture urinalysis (UA) complete blood count (CBC) PT/PTT partial thromboplastin time (PTT) prostate specific antigen (PSA) in serum electrolyte panel serology nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum anti-streptolysin O in body fluid rapid plasma reagin (RPR) anti-glomerular basement membrane (GBM) antibody cANCA (anti-myeloblastin, anti-serine protease 3) pANCA (anti-myeloperoxidase, anti-leukocyte elastase) urine protein electrophoresis hemoglobin electrophoresis)
PURPURA	purpura	(COMPLETE_BLOOD_COUNT PERIPHERAL_BLOOD_SMEAR IRON_IN_SERUM IRON_BINDING_CAPACITY_IN_SERUM VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA ERYTHROCYTE_SEDIMENTATION_RATE CREATININE_IN_SERUM/PLASMA CREATINE_KINASE_IN_SERUM LIVER_FUNCTION_TEST LABORATORY_PANEL PROTHROMBIN_TIME PARTIAL_THROMBOPLASTIN_TIME FIBRINOGEN_IN_PLASMA D_DIMER_IN_PLASMA PLATELET_ASSOCIATED_ANTIBODY NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RHEUMATOID_FACTOR HEPATITIS_PROFILE SERUM_PROTEIN_ELECTROPHORESIS IMMUNOFIXATION_ELECTROPHORESIS BONE_MARROW_BIOPSY)	(complete blood count (CBC) peripheral blood smear iron (Fe+2/Fe+3) in serum iron-binding capacity in serum (TIBC) vitamin B12 in serum/plasma folate in serum/plasma erythrocyte sedimentation rate (ESR) creatinine in serum/plasma creatine kinase (CK) in serum liver (function) tests (LFT, liver panel, hepatic function panel) laboratory panel prothrombin time (PT) partial thromboplastin time (PTT) fibrinogen in plasma D-dimer in plasma (SimpliRED) platelet associated antibody nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rheumatoid factor (RF) hepatitis profile (serology) serum protein electrophoresis (SPE) immunofixation electrophoresis (IFE) bone marrow biopsy)
DYSFUNCTIONAL_UTERINE_BLEEDING	dysfunctional uterine bleeding (DUB)	(PREGNANCY_TEST PAPANICOLAOU_SMEAR THYROID_STIMULATING_HORMONE_IN_SERUM PROLACTIN_IN_SERUM COMPLETE_BLOOD_COUNT PLATELET_COUNT PT/PTT PARTIAL_THROMBOPLASTIN_TIME BLEEDING_TIME)	(pregnancy test Papanicolaou (Pap) smear thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum prolactin in serum complete blood count (CBC) platelet count PT/PTT partial thromboplastin time (PTT) bleeding time)
MENORRHAGIA	menorrhagia	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
EXERCISE_INDUCED_HEMATURIA	exercise-induced hematuria	(URINALYSIS)	(urinalysis (UA))
MICROSCOPIC_HEMATURIA	microscopic hematuria	(URINE_COLOR URINE_MICROSCOPY ERYTHROCYTE_CAST)	(urine color urine microscopy erythrocyte cast (RBC cast))
UNINTENTIONAL_WEIGHT_LOSS	unintentional weight loss	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE URINALYSIS CHEMISTRY_14_PANEL THYROID_STIMULATING_HORMONE_IN_SERUM VITAMIN_B12_IN_SERUM/PLASMA PAPANICOLAOU_SMEAR PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM FECAL_OCCULT_BLOOD)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) urinalysis (UA) chemistry 14 panel (comprehensive metabolic panel, CMP, chem 12, SMA12, SMA20) thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum vitamin B12 in serum/plasma Papanicolaou (Pap) smear prostate specific antigen (PSA) in serum fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure))
HEARING_LOSS	hearing loss (hearing impairment, hard of hearing, HOH)	(RAPID_PLASMA_REAGIN VDRL_REAGIN_SLIDE)	(rapid plasma reagin (RPR) VDRL reagin slide (VDRL))
SCROTAL_PAIN/MASS	scrotal pain/mass (testicular pain, testicular torsion)	(COMPLETE_BLOOD_COUNT CULTURE&SENSITIVITY URINALYSIS)	(complete blood count (CBC) culture & sensitivity (C&S) urinalysis (UA))
PELVIC_PAIN	pelvic pain	(COMPLETE_BLOOD_COUNT URINALYSIS PREGNANCY_TEST GENPROBE)	(complete blood count (CBC) urinalysis (UA) pregnancy test Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
DYSMENORRHEA	dysmenorrhea (menstrual pain)	(PREGNANCY_TEST HUMAN_PAPILLOMAVIRUS_DNA PAPANICOLAOU_SMEAR GENPROBE)	(pregnancy test human papillomavirus (HPV) DNA; high-risk HPV testing Papanicolaou (Pap) smear Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
HIP_PAIN	hip pain	(ERYTHROCYTE_SEDIMENTATION_RATE SEROLOGY COMPLETE_BLOOD_COUNT URIC_ACID_IN_SERUM CULTURE)	(erythrocyte sedimentation rate (ESR) serology complete blood count (CBC) uric acid in serum culture)
ABDOMINAL_PAIN	abdominal pain	(COMPLETE_BLOOD_COUNT URINALYSIS ELECTROLYTE_PANEL PT/PTT PARTIAL_THROMBOPLASTIN_TIME PROSTATE_SPECIFIC_ANTIGEN_IN_SERUM FECAL_OCCULT_BLOOD URINE_PREGNANCY_TEST)	(complete blood count (CBC) urinalysis (UA) electrolyte panel PT/PTT partial thromboplastin time (PTT) prostate specific antigen (PSA) in serum fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure) urine pregnancy test (choriogonadotropin [Presence] in urine))
CHEST_PAIN	chest pain	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) rheumatoid factor (RF))
MYOFASCIAL_PAIN	myofascial pain	(COMPLETE_BLOOD_COUNT ERYTHROCYTE_SEDIMENTATION_RATE POTASSIUM_IN_SERUM ALBUMIN_IN_SERUM CALCIUM_IN_SERUM/PLASMA URIC_ACID_IN_SERUM GLUCOSE_IN_SERUM/PLASMA IRON_STUDIES ASCORBATE_IN_BLOOD/BUFFY_COAT THIAMINE_IN_SERUM/PLASMA/BLOOD PYRIDOXINE_IN_SERUM VITAMIN_B12_IN_SERUM/PLASMA FOLATE_IN_SERUM/PLASMA THYROID_STIMULATING_HORMONE_IN_SERUM)	(complete blood count (CBC) erythrocyte sedimentation rate (ESR) potassium (K+) in serum/plasma albumin in serum calcium (Ca+2) in serum/plasma/blood uric acid in serum glucose in serum/plasma iron studies ascorbate in blood/buffy coat thiamine in serum/plasma/blood pyridoxine in serum vitamin B12 in serum/plasma folate in serum/plasma thyroid-stimulating hormone (TSH) in serum; thyrotropin in serum)
LEG_PAIN	leg pain	(CLINICAL_LABORATORY_TEST)	(clinical laboratory test)
FLANK_PAIN	flank pain	(URINALYSIS)	(urinalysis (UA))
RIGHT_LOWER_QUADRANT_PAIN	right lower quadrant pain	(COMPLETE_BLOOD_COUNT IRON_STUDIES PREGNANCY_TEST URINALYSIS OVA&PARASITES FECAL_LEUKOCYTES STOOL_CULTURE FECAL_OCCULT_BLOOD)	(complete blood count (CBC) iron studies pregnancy test urinalysis (UA) ova & parasites (O & P) fecal leukocytes culture of stool for enteric pathogens fecal occult blood; fecal immunochemical testing; fecal immunofluorescence testing (FOB, FIT, iFOBT, ColonCARE, Hemoccult, ICT, InSure))
LOW_BACK_PAIN	low back pain (LBP)	(ERYTHROCYTE_SEDIMENTATION_RATE SEROLOGY)	(erythrocyte sedimentation rate (ESR) serology)
WRIST&HAND_PAIN	wrist & hand pain	(ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM)	(erythrocyte sedimentation rate (ESR) rheumatoid factor (RF) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum)
CHRONIC_STABLE_ANGINA	chronic stable angina	(LIPID_PANEL)	(lipid panel (fasting lipid panel, FLP))
EPIDEMIC_PLEURODYNIA	epidemic pleurodynia; Bornholm disease; epidemic myalgia; Devil's grip;  Dabney's grip	(CULTURE SEROLOGY)	(culture serology)
HEEL_PAIN	heel pain	(ERYTHROCYTE_SEDIMENTATION_RATE RHEUMATOID_FACTOR)	(erythrocyte sedimentation rate (ESR) rheumatoid factor (RF))
NON_ST_SEGMENT_ELEVATION_ACUTE_CORONARY_SYNDROME	non ST segment elevation acute coronary syndrome (NSTEACS)	(TROPONIN_I_IN_SERUM)	(troponin-I in serum)
INFLAMMATION	inflammation	(COMPLETE_BLOOD_COUNT ALBUMIN_IN_SERUM ELEVATED_ERYTHROCYTE_SEDIMENTATION_RATE C_REACTIVE_PROTEIN_IN_SERUM LACTATE_DEHYDROGENASE_IN_SERUM)	(complete blood count (CBC) albumin in serum elevated erythrocyte sedimentation rate C-reactive protein (CRP) in serum lactate dehydrogenase (LDH) in serum)
CUTANEOUS_PSEUDOLYMPHOMA	cutaneous pseudolymphoma	(BORRELIA_BURGDORFERI_ANTIBODY_IN_SERUM BORRELIA_BURGDORFERI_DNA)	(Borrelia burgdorferi antibody in serum Borrelia burgdorferi DNA)
MASTOIDITIS	mastoiditis	(COMPLETE_BLOOD_COUNT)	(complete blood count (CBC))
LARYNGITIS	laryngitis	(COMPLETE_BLOOD_COUNT CULTURE BLOOD_CULTURE RHEUMATOID_FACTOR)	(complete blood count (CBC) culture blood culture rheumatoid factor (RF))
PHARYNGITIS	pharyngitis	(CULTURE_FOR_BETA_HEMOLYTIC_STREPTOCOCCUS STREPTOCOCCUS_GROUP_A_ANTIGEN_IN_SERUM/TISSUE HETEROPHILE_ANTIBODY_SCREEN COMPLETE_BLOOD_COUNT)	(culture for beta-hemolytic Streptococcus Streptococcus, group A antigen in serum/tissue; Streptococcus pyogenes antigen in serum/tissue heterophile antibody screem (Monospot) complete blood count (CBC))
FOLLICULITIS	folliculitis	(CULTURE)	(culture)
TENDONITIS	tendonitis (tendon injury)	(ERYTHROCYTE_SEDIMENTATION_RATE NUCLEAR_ANTIBODY_IN_BODY_FLUID ANTINUCLEAR_ANTIBODY_IN_SERUM RHEUMATOID_FACTOR)	(erythrocyte sedimentation rate (ESR) nuclear antibody in body fluid anti-nuclear antibody (ANA) in serum rheumatoid factor (RF))
BALANITIS	balanitis	(URINALYSIS)	(urinalysis (UA))
VAGINITIS	vaginitis	(WHITE_BLOOD_CELL_COUNT NEGATIVE_LOG_H+_CONCENTRATION CULTURE POLYMERASE_CHAIN_REACTION GENPROBE)	(white blood cell count (WBC with WBC differential) - logarithm[10] H+ concentration (pH) culture polymerase chain reaction (PCR) Chlamydia trachomatis/Neisseria gonorrhoeae DNA by PCR (GenProbe, Amplicor))
RASH	rash	(LIGHT_MICROSCOPY)	(light microscopy)
EOSINOPHILIC_GASTROENTERITIS	eosinophilic gastroenteritis	(COMPLETE_BLOOD_COUNT PROTEIN_TOTAL_IN_SERUM FAT_IN_FECES OVA&PARASITES)	(complete blood count (CBC) protein (total) in serum fat in feces ova & parasites (O & P))
STREPTOCOCCAL_PHARYNGITIS	streptococcal pharyngitis (strep throat)	(STREPTOCOCCUS_GROUP_A_ANTIGEN_IN_SERUM/TISSUE CULTURE_FOR_BETA_HEMOLYTIC_STREPTOCOCCUS)	(Streptococcus, group A antigen in serum/tissue; Streptococcus pyogenes antigen in serum/tissue culture for beta-hemolytic Streptococcus)
PAGET^S_DISEASE_OF_THE_BONE	Paget's disease of the bone; osteitis deformans	(ALKALINE_PHOSPHATASE_IN_SERUM CALCIUM_IN_SERUM/PLASMA URINE_PYRIDINOLONE&DEOXYPYRIDINOLONE)	(alkaline phosphatase (ALP) in serum calcium (Ca+2) in serum/plasma/blood urine pyridinolone & deoxypyridinolone (OsteoMark, cross-linked N-telopeptide in urine))
