disease	name	symptoms	symptomNames
EPIDERMOLYSIS_BULLOSA_LETHAL_ACANTHOLYTIC	epidermolysis bullosa lethal acantholytic (EBLA)	(ALOPECIA)	(alopecia (hair loss, balding))
EPIDERMOLYSIS_BULLOSA_WITH_PYLORIC_ATRESIA	epidermolysis bullosa with pyloric atresia; aplasia cutis congenita with gastrointestinal atresia	(ATRESIA)	(atresia (atretic, atresic, imperforate))
EPIDERMOLYSIS_BULLOSA_PRURIGINOSA	epidermolysis bullosa pruriginosa (EBP)	(PRURIGO PRURITIS)	(prurigo pruritis (itching))
EPIDERMOLYSIS_BULLOSA_DYSTROPHICA_PRETIBIAL_TYPE	epidermolysis bullosa dystrophica pretibial type (PR-DEB)	(PRURIGO HYPERKERATOSIS)	(prurigo hyperkeratosis)
EPIDERMOLYSIS_BULLOSA_SIMPLEX_SUPERFICIALIS	epidermolysis bullosa simplex superficialis (EBSS); epidermolysis bullosa dystrophica with subcorneal cleavage (EBDSC)	(ATROPHY)	(atrophy)
OCULAR_ALBINISM_TYPE_1	ocular albinism type 1 (OA1); Nettleship-Falls type ocular albinism	(VISUAL_IMPAIRMENT NYSTAGMUS PUPILLARY_REFLEX)	(visual impairment nystagmus pupillary reflex)
OCULOCUTANEOUS_ALBINISM_TYPE_2	oculocutaneous albinism type 2 (OCA2)	(OCULOCUTANEOUS_ALBINISM_TYPE_1)	(oculocutaneous albinism type 1 (tyrosinase negative oculocutaneous albinism))
OCULOCUTANEOUS_ALBINISM_TYPE_3	oculocutaneous albinism type 3 (OCA3)	(OCULOCUTANEOUS_ALBINISM_TYPE_3 ALBINISM)	(oculocutaneous albinism type 3 (OCA3) albinism)
OCULOCUTANEOUS_ALBINISM_TYPE_4	oculocutaneous albinism type 4 (OCA4)	(BLURRY_VISION)	(blurry vision (decreased visual acuity, DVA))
CONTACT_DERMATITIS	contact dermatitis (exogenous eczema)	(HYPERSENSITIVITY RASH ERYTHEMA PAIN PARESTHESIA STINGING_PAIN PRURITIS)	(hypersensitivity rash erythema pain [odyn-] paresthesia stinging pain pruritis (itching))
IMPETIGO	impetigo	(LYMPHADENOPATHY HEMORRHAGE PRURITIS)	(lymphadenopathy hemorrhage (bleeding) pruritis (itching))
DYSHIDROTIC_ECZEMATOUS_DERMATITIS	dyshidrotic eczematous dermatitis	(PAIN PRURITIS)	(pain [odyn-] pruritis (itching))
ACRODERMATITIS_ENTEROPATHICA	acrodermatitis enteropathica	(DIARRHEA ALOPECIA ANGULAR_CHEILITIS GROWTH_RETARDATION)	(diarrhea alopecia (hair loss, balding) angular cheilitis; rhagades; perleche; angular cheilosis growth retardation)
LENTIGO_MALIGNA	lentigo maligna	(ATROPHY)	(atrophy)
ERYTHROPOIETIC_PROTOPORPHYRIA	erythropoietic protoporphyria (EPP)	(PORTAL_HYPERTENSION BILIARY_COLIC PURPURA URTICARIA EDEMA ERYTHEMA PRURITIS STINGING_PAIN)	(portal hypertension biliary colic (biliary spasm) purpura urticaria (hives) edema (swelling) erythema pruritis (itching) stinging pain)
VARIEGATE_PORPHYRIA	variegate porphyria (VP, mixed porphyria)	(HYPERTENSION FEVER MUSCLE_WEAKNESS PARESTHESIA DEPRESSION SEIZURE CONSTIPATION NAUSEA VOMITING ABDOMINAL_PAIN HYPERTRICHOSIS MELANODERMA HYPERPIGMENTATION ATROPHY)	(hypertension (HTN, high blood pressure, HBP) fever muscle weakness paresthesia depression seizure; epileptic seizure constipation nausea vomiting abdominal pain hypertrichosis melanoderma hyperpigmentation atrophy)
ACUTE_INTERMITTENT_PORPHYRIA	acute intermittent porphyria (AIP); Swedish porphyria	(TACHYARRHYTHMIA HYPERTENSION FEVER CONSTIPATION VOMITING ABDOMINAL_PAIN)	(tachyarrhythmia (tachycardia) hypertension (HTN, high blood pressure, HBP) fever constipation vomiting abdominal pain)
HEREDITARY_COPROPORPHYRIA	hereditary coproporphyria	(STRESS PHOTOSENSITIVITY)	(stress photosensitivity)
PORPHYRIA_CUTANEA_TARDA	porphyria cutanea tarda (PCT)	(INDURATION SCLERODERMA HYPERTRICHOSIS ATROPHY PHOTOSENSITIVITY SIGN/SYMPTOM)	(induration scleroderma (systemic sclerosis) hypertrichosis atrophy photosensitivity sign/symptom)
CONGENITAL_ERYTHROPOIETIC_PORPHYRIA	congenital erythropoietic porphyria (CEP, Gunther's disease)	(SPLENOMEGALY HIRSUTISM SCARRING_ALOPECIA ERYTHRODONTIA PHOTOSENSITIVITY HYDROPS_FETALIS HEMOLYTIC_ANEMIA)	(splenomegaly hirsutism scarring alopecia; cicatricial alopecia erythrodontia photosensitivity hydrops fetalis hemolytic anemia)
FELON	felon	(EDEMA PAIN)	(edema (swelling) pain [odyn-])
CLUBBED_FINGERS	clubbed fingers; clubbing (Hippocratic fingers)	(CYANOSIS CONGENITAL_HEART_DEFECT)	(cyanosis congenital heart defect)
LEUKONYCHIA	leukonychia; achromia unguium; canities unguium; leukopathia unguis	(LEUKONYCHIA)	(leukonychia; achromia unguium; canities unguium; leukopathia unguis)
ONYCHOMYCOSIS	onychomycosis	(PITTING_EDEMA)	(pitting edema)
CHROMHIDROSIS	chromhidrosis	(PERSPIRATION)	(perspiration (sweating))
ANHIDROSIS	anhidrosis (adiaphoresis)	(PERSPIRATION FLUSHING WEAKNESS MUSCLE_CRAMP DIZZINESS)	(perspiration (sweating) flushing (vasomotor flushing) weakness muscle cramp dizziness)
HIDRADENITIS_SUPPURATIVA	hidradenitis suppurativa; cicatrizing perifolliculitis; follicular occlusion syndrome; acne inversa	(ARTHRITIS ARTHRALGIA FOLLICULITIS ACNE EDEMA ERYTHEMA POINT_TENDERNESS PAIN)	(arthritis arthralgia folliculitis acne edema (swelling) erythema point tenderness pain [odyn-])
PERIORAL_DERMATITIS	perioral dermatitis	(INFLAMMATION ERYTHEMA)	(inflammation erythema)
ROSACEA	rosacea	(HYPERTROPHY CHRONIC_INFLAMMATION FLUSHING ERYTHEMA)	(hypertrophy chronic inflammation flushing (vasomotor flushing) erythema)
ACNE	acne	(INFLAMMATION)	(inflammation)
CHLORACNE	chloracne	(INFLAMMATION)	(inflammation)
FOLLICULITIS	folliculitis	(FOLLICULITIS ERYTHEMA PRURITIS)	(folliculitis erythema pruritis (itching))
CARBUNCLE	carbuncle (carbunculosis)	(MALAISE FEVER)	(malaise fever)
ALOPECIA_UNIVERSALIS_CONGENITA_MARI_TYPE	alopecia universalis congenita Mari type	(HYPOTRICHOSIS)	(hypotrichosis)
MONILETHRIX	monilethrix	(ALOPECIA)	(alopecia (hair loss, balding))
PITYROSPORUM_FOLLICULITIS	Pityrosporium folliculitis	(PRURITIS)	(pruritis (itching))
EOSINOPHILIC_FOLLICULITIS	eosinophilic folliculitis	(HYPERPIGMENTATION ERYTHEMA PRURITIS)	(hyperpigmentation erythema pruritis (itching))
HIRSUTISM	hirsutism	(ANDROGENIC_ALOPECIA ACNE)	(androgenic alopecia; androgenetic alopecia; male balding pattern acne)
TELOGEN_EFFLUVIUM	telogen effluvium	(STRESS ALOPECIA)	(stress alopecia (hair loss, balding))
ALOPECIA_AREATA	alopecia areata	(ALOPECIA_AREATA JVP_A_WAVE PITTING_EDEMA)	(alopecia areata JVP a-wave pitting edema)
SCARRING_ALOPECIA	scarring alopecia; cicatricial alopecia	(ALOPECIA ERYTHEMA)	(alopecia (hair loss, balding) erythema)
LOCALIZED_AUTOSOMAL_HYPOTRICHOSIS	localized autosomal hypotrichosis	(HYPOTRICHOSIS)	(hypotrichosis)
LOCALIZED_AUTOSOMAL_RECESSIVE_HYPOTRICHOSIS_TYPE_3	localized autosomal recessive hypotrichosis type 3	(ALOPECIA)	(alopecia (hair loss, balding))
ANDROGENIC_ALOPECIA	androgenic alopecia; androgenetic alopecia; male balding pattern	(ALOPECIA)	(alopecia (hair loss, balding))
PSEUDOPELADE	pseudopelade	(ALOPECIA_AREATA ALOPECIA)	(alopecia areata alopecia (hair loss, balding))
FOLLICULAR_LICHEN_PLANUS	follicular lichen planus; lichen planopilaris	(ERYTHEMA)	(erythema)
LINEAR_IGA_BULLOUS_DERMATOSIS	linear IgA bullous dermatosis	(ERYTHEMA)	(erythema)
PSORIASIS	psoriasis	(SPONDYLITIS SACROILIITIS OLIGOARTICULAR_ARTHRITIS PSORIATIC_ARTHRITIS ONYCHOLYSIS PITTING_EDEMA HEMORRHAGE AUSPITZ_SIGN ERYTHEMA ARTHRALGIA PAIN PRURITIS)	(spondylitis sacroliiltis oligoarticular arthritis psoriatic arthritis onycholysis pitting edema hemorrhage (bleeding) Auspitz sign erythema arthralgia pain [odyn-] pruritis (itching))
PUSTULAR_PSORIASIS	pustular psoriasis; impetigo herpetiformis, von Zumbusch's disease	(FEVER ASTHENIA ERYTHEMA)	(fever asthenia erythema)
IMMUNE_THROMBOCYTOPENIC_PURPURA	immune or idiopathic thrombocytopenic purpura (ITP)	(PETECHIAE SPLENOMEGALY GASTROINTESTINAL_HEMORRHAGE HEMORRHAGE PURPURA)	(petechia splenomegaly gastrointestinal hemorrhage hemorrhage (bleeding) purpura)
RETROPERITONEAL_HEMORRHAGE	retroperitoneal hemorrhage; retroperitoneal hematoma	(GREY_TURNER_SIGN FLANK_PAIN)	(Grey-Turner sign flank pain)
ADRENAL_HEMORRHAGE	adrenal hemorrhage	(CONFUSION ABDOMINAL_GUARDING RIGIDITY ACUTE_ABDOMEN REBOUND_TENDERNESS PURPURA PETECHIAE RASH WATERHOUSE_FRIDERICHSEN_SYNDROME ORTHOSTATIC_HYPOTENSION TACHYARRHYTHMIA FEVER MYALGIA DIARRHEA NAUSEA VOMITING ANOREXIA FATIGUE WEAKNESS DIZZINESS ADDISONIAN_CRISIS PELVIC_PAIN LOW_BACK_PAIN ABDOMINAL_PAIN PAIN)	(confusion abdominal guarding rigidity acute abdomen rebound tenderness purpura petechia rash Waterhouse-Friderichsen syndrome orthostatic hypotension (postural tachycardia syndrome, POTS, Bradbury-Eggleston Syndrome) tachyarrhythmia (tachycardia) fever myalgia (muscle pain) diarrhea nausea vomiting anorexia fatigue; lassitude; tiredness weakness dizziness hypoadrenal (Addisonian) crisis; acute adrenal insufficiency pelvic pain low back pain (LBP) abdominal pain pain [odyn-])
PITUITARY_APOPLEXY	pituitary apoplexy	(HYPERSECRETION HYPOPITUITARISM MENINGISM NUCHAL_RIGIDITY BLURRY_VISION BITEMPORAL_HEMIANOPIA OPHTHALMOPLEGIA HEADACHE HEMORRHAGE)	(hypersecretion hypopituitarism meningism nuchal rigidity (neck stiffness) blurry vision (decreased visual acuity, DVA) bitemporal hemianopia ophthalmoplegia (ophthalmoparesis) headache hemorrhage (bleeding))
HYPERTENSION	hypertension (HTN, high blood pressure, HBP)	(ULCER TACHYARRHYTHMIA MUSCLE_WEAKNESS HYPERPIGMENTATION EDEMA STRIAE OBESITY SECONDARY_HYPERTENSION PROTEINURIA AZOTEMIA HEMATURIA HEMORRHAGE PAPILLEDEMA BRUIT LEFT_VENTRICULAR_HYPERTROPHY DYSPNEA CHEST_PAIN PULMONARY_EDEMA WEAKNESS NUMBNESS SLURRED_SPEECH DIPLOPIA BLURRY_VISION TREMOR VERTIGO DIZZINESS HEADACHE SIGN/SYMPTOM)	(ulcer tachyarrhythmia (tachycardia) muscle weakness hyperpigmentation edema (swelling) striae obesity secondary hypertension proteinuria azotemia hematuria hemorrhage (bleeding) papilledema bruit left ventricular hypertrophy (LVH) dyspnea (shortness of breath {SOB}) chest pain pulmonary edema (pulmonary congestion, PE) weakness numbness slurred speech diplopia (double vision) blurry vision (decreased visual acuity, DVA) tremor vertigo dizziness headache sign/symptom)
HYPERTENSIVE_CRISIS	hypertensive crisis (malignant hypertension)	(AZOTEMIA HEMATURIA HEMORRHAGE PAPILLEDEMA BRUIT PULMONARY_EDEMA DYSPNEA CHEST_PAIN WEAKNESS NUMBNESS SLURRED_SPEECH DIPLOPIA BLURRY_VISION TREMOR VERTIGO DIZZINESS HEADACHE STAGE_4_HYPERTENSION)	(azotemia hematuria hemorrhage (bleeding) papilledema bruit pulmonary edema (pulmonary congestion, PE) dyspnea (shortness of breath {SOB}) chest pain weakness numbness slurred speech diplopia (double vision) blurry vision (decreased visual acuity, DVA) tremor vertigo dizziness headache stage 4 hypertension)
CHRONIC_HYPERTENSION	chronic hypertension	(HYPERTENSION)	(hypertension (HTN, high blood pressure, HBP))
AINHUM	ainhum; bankokeren; dactylolysis spontanea; sukhapakla	(BONE_PAIN)	(bone pain)
AORTIC_SUPRAVALVULAR_STENOSIS	aortic supravalvular stenosis (AS)	(THRILL)	(thrill)
RETINAL_VEIN_OCCLUSION	retinal vein occlusion	(MARCUS_GUNN_PUPIL VISUAL_IMPAIRMENT BLURRY_VISION)	(Marcus Gunn pupil visual impairment blurry vision (decreased visual acuity, DVA))
PORTAL_HYPERTENSION	portal hypertension	(HEPATIC_ENCEPHALOPATHY ASCITES)	(hepatic encephalopathy ascites)
VENOUS_THROMBOSIS	venous thrombosis	(DEEP_VEIN_THROMBOSIS)	(deep vein thrombosis (DVT))
ERYTHROMELALGIA	erythromelalgia (erythermalgia)	(PAIN PERSPIRATION ERYTHEMA EDEMA FEVER PARESTHESIA)	(pain [odyn-] perspiration (sweating) erythema edema (swelling) fever paresthesia)
CARDIAC_ALLOGRAFT_VASCULOPATHY	cardiac allograft vasculopathy	(HEART_BLOCK EXERTIONAL_DYSPNEA SYNCOPE)	(heart block exertional dyspnea; dyspnea on exertion (DOE) syncope)
PAPILLARY_MUSCLE_RUPTURE	papillary muscle rupture	(THRILL MURMUR)	(thrill murmur)
RADIATION_INDUCED_HEART_DISEASE	radiation-induced heart disease	(JUGULAR_VENOUS_DISTENTION CONSTRICTIVE_PERICARDITIS EXERTIONAL_DYSPNEA PERICARDITIS)	(jugular venous distention (JVD) constrictive pericarditis exertional dyspnea; dyspnea on exertion (DOE) pericarditis)
CARDIAC_ARREST	cardiac arrest	(PALLOR CYANOSIS APNEA LIGHT_HEADEDNESS FATIGUE DYSPNEA PALPITATION CHEST_PAIN)	(pallor cyanosis apnea light-headedness fatigue; lassitude; tiredness dyspnea (shortness of breath {SOB}) palpitations chest pain)
RUPTURE_OF_CHORDA_TENDINEAE	rupture of chordae tendinae	(HEART_SOUND CHEST_PAIN DYSPNEA)	(heart sound(s) chest pain dyspnea (shortness of breath {SOB}))
AORTIC_SUBVALVULAR_STENOSIS	aortic subvalvular stenosis (AS)	(MURMUR THRILL)	(murmur thrill)
HEART_FAILURE	heart failure (HF)	(ASCITES TACHYARRHYTHMIA SYSTOLIC_MURMUR THIRD_HEART_SOUND HEPATOMEGALY PLEURAL_EFFUSION PULMONARY_EDEMA JUGULAR_VENOUS_DISTENTION PERIPHERAL_EDEMA CONFUSION NOCTURIA PAROXYSMAL_NOCTURNAL_DYSPNEA RIGHT_UPPER_QUADRANT_PAIN NAUSEA COUGH ORTHOPNEA EXERTIONAL_DYSPNEA FATIGUE)	(ascites tachyarrhythmia (tachycardia) systolic murmur third heart sound (S3), S3 gallop hepatomegaly pleural effusion pulmonary edema (pulmonary congestion, PE) jugular venous distention (JVD) peripheral edema confusion nocturia paroxysmal nocturnal dyspnea (PND) right upper quadrant pain nausea cough orthopnea exertional dyspnea; dyspnea on exertion (DOE) fatigue; lassitude; tiredness)
CHRONIC_HEART_FAILURE	chronic heart failure; congestive heart failure (CHF)	(PLEURAL_EFFUSION HEPATOMEGALY EXERTIONAL_DYSPNEA COUGH EDEMA HEPATOJUGULAR_REFLUX FOURTH_HEART_SOUND THIRD_HEART_SOUND PULMONARY_EDEMA CARDIOMEGALY PULMONARY_CRACKLES JUGULAR_VENOUS_DISTENTION PAROXYSMAL_NOCTURNAL_DYSPNEA)	(pleural effusion hepatomegaly exertional dyspnea; dyspnea on exertion (DOE) cough edema (swelling) hepatojugular reflux fourth heart sound (S4) third heart sound (S3), S3 gallop pulmonary edema (pulmonary congestion, PE) cardiomegaly pulmonary crackles; rales jugular venous distention (JVD) paroxysmal nocturnal dyspnea (PND))
MYOCARDIAL_CONTUSION	myocardial contusion	(VOMITING HYPOTENSION CARDIAC_ARRHYTHMIA TACHYARRHYTHMIA WEAKNESS DYSPNEA NAUSEA LIGHT_HEADEDNESS PALPITATION CHEST_PAIN)	(vomiting hypotension cardiac arrhythmia tachyarrhythmia (tachycardia) weakness dyspnea (shortness of breath {SOB}) nausea light-headedness palpitations chest pain)
ATRIAL_THROMBUS	atrial thrombus	(ATRIAL_FIBRILLATION EXERTIONAL_DYSPNEA)	(atrial fibrillation (AF) exertional dyspnea; dyspnea on exertion (DOE))
PERICARDIAL_EFFUSION	pericardial effusion	(PULSUS_PARADOXUS JUGULAR_VENOUS_DISTENTION TACHYARRHYTHMIA CHEST_PAIN DYSPNEA)	(pulsus paradoxus jugular venous distention (JVD) tachyarrhythmia (tachycardia) chest pain dyspnea (shortness of breath {SOB}))
PERICARDITIS	pericarditis	(FRICTION_RUB PALPITATION FEVER INFLAMMATION PAIN PLEURITIS CHEST_PAIN)	(friction rub (friction fremitus) palpitations fever inflammation pain [odyn-] pleuritis (pleurisy) chest pain)
CARDIAC_TAMPONADE	cardiac tamponade	(PULSELESS_ELECTRICAL_ACTIVITY SINUS_TACHYCARDIA PULSUS_PARADOXUS JVP_X_DESCENT DYSPNEA ORTHOPNEA TACHYPNEA HYPOTENSION DISTANT_HEART_SOUND JUGULAR_VENOUS_DISTENTION BECK^S_TRIAD)	(pulseless electrical activity (PEA, electromechanical dissociation) sinus tachycardia pulsus paradoxus JVP x-descent dyspnea (shortness of breath {SOB}) orthopnea tachypnea hypotension distant heart sound jugular venous distention (JVD) Beck's triad)
LEFT_VENTRICULAR_DIASTOLIC_DYSFUNCTION	left ventricular diastolic dysfunction	(FOURTH_HEART_SOUND WHEEZE ORTHOSTATIC_HYPOTENSION PULMONARY_EDEMA EXERTIONAL_DYSPNEA HYPERTENSION)	(fourth heart sound (S4) wheeze orthostatic hypotension (postural tachycardia syndrome, POTS, Bradbury-Eggleston Syndrome) pulmonary edema (pulmonary congestion, PE) exertional dyspnea; dyspnea on exertion (DOE) hypertension (HTN, high blood pressure, HBP))
ACUTE_HEART_FAILURE	acute heart failure (AHF)	(RHONCHI PULMONARY_CRACKLES THIRD_HEART_SOUND JUGULAR_VENOUS_DISTENTION CYANOSIS TACHYARRHYTHMIA DIAPHORESIS DYSPNEA SIGN/SYMPTOM PULMONARY_EDEMA)	(rhonchi pulmonary crackles; rales third heart sound (S3), S3 gallop jugular venous distention (JVD) cyanosis tachyarrhythmia (tachycardia) diaphoresis dyspnea (shortness of breath {SOB}) sign/symptom pulmonary edema (pulmonary congestion, PE))
CONSTRICTIVE_PERICARDITIS	constrictive pericarditis	(ASCITES PERIPHERAL_EDEMA KUSSMAUL^S_SIGN JVP_Y_DESCENT JUGULAR_VENOUS_DISTENTION CONGESTION FATIGUE)	(ascites peripheral edema Kussmaul's sign JVP y-descent jugular venous distention (JVD) congestion fatigue; lassitude; tiredness)
UREMIC_PERICARDITIS	uremic pericarditis	(HEMORRHAGE PERICARDITIS)	(hemorrhage (bleeding) pericarditis)
LEFT_VENTRICULAR_SYSTOLIC_DYSFUNCTION	left ventricular systolic dysfunction	(SYNCOPE PULMONARY_EMBOLISM CHEST_PAIN SYSTOLIC_MURMUR DYSPNEA SIGN/SYMPTOM DIURESIS WEIGHT_LOSS TACHYARRHYTHMIA PLEURAL_EFFUSION HEPATOMEGALY EXERTIONAL_DYSPNEA COUGH EDEMA HEPATOJUGULAR_REFLUX THIRD_HEART_SOUND PULMONARY_EDEMA CARDIOMEGALY PULMONARY_CRACKLES JUGULAR_VENOUS_DISTENTION PAROXYSMAL_NOCTURNAL_DYSPNEA)	(syncope pulmonary embolism (PE) chest pain systolic murmur dyspnea (shortness of breath {SOB}) sign/symptom diuresis weight loss tachyarrhythmia (tachycardia) pleural effusion hepatomegaly exertional dyspnea; dyspnea on exertion (DOE) cough edema (swelling) hepatojugular reflux third heart sound (S3), S3 gallop pulmonary edema (pulmonary congestion, PE) cardiomegaly pulmonary crackles; rales jugular venous distention (JVD) paroxysmal nocturnal dyspnea (PND))
RETINITIS_PIGMENTOSA	retinitis pigmentosa (RP)	(NIGHT_BLINDNESS)	(night blindness (nyctalopia, nocturnal amblyopia, nyctanopia))
ACUTE_POSTERIOR_MULTIFOCAL_PLACOID_PIGMENT_EPITHELIOPATHY	acute posterior multifocal placoid pigment epitheliopathy (APMPPE)	(PHOTOPSIA SCOTOMA VISUAL_IMPAIRMENT)	(photopsia scotoma visual impairment)
PNEUMOCYSTIS_CHORIORETINITIS	pneumocystis chorioretinitis	(INFLAMMATION)	(inflammation)
CHOROIDAL_DETACHMENT	choroidal detachment	(PAIN HEMORRHAGE VISUAL_IMPAIRMENT)	(pain [odyn-] hemorrhage (bleeding) visual impairment)
CHOROIDAL_ATROPHY	choroidal atrophy (vitreoretinochoroidopathy)	(BLINDNESS NYSTAGMUS CATARACTS)	(blindness nystagmus cataracts)
CHOROIDAL_DYSTROPHY	choroidal dystrophy	(VISUAL_IMPAIRMENT)	(visual impairment)
CHOROIDAL_NEOVASCULAR_MEMBRANE	choroidal neovascular membrane; choroidal vascularization (CNVM)	(SCOTOMA METAMORPHOPSIA VISUAL_IMPAIRMENT)	(scotoma metamorphopsia visual impairment)
POSTERIOR_UVEITIS	posterior uveitis (choroiditis)	(INFLAMMATION ERYTHEMA VISUAL_IMPAIRMENT PHOTOPHOBIA EYE_PAIN)	(inflammation erythema visual impairment photophobia eye pain (ocular pain, oribtal pain))
ANTERIOR_UVEITIS	anterior uveitis (iritis, iridocyclitis)	(PAIN LIGHT_REFLEX CILIARY_FLUSH BLURRY_VISION PHOTOPHOBIA EYE_PAIN)	(pain [odyn-] light reflex ciliary flush blurry vision (decreased visual acuity, DVA) photophobia eye pain (ocular pain, oribtal pain))
PRIMARY_CONGENITAL_GLAUCOMA	primary congenital glaucoma	(CORNEAL_EDEMA)	(corneal edema)
INFANTILE_GLAUCOMA	infantile glaucoma	(CORNEAL_REFLEX BLEPHAROSPASM PHOTOPHOBIA LACRIMATION)	(corneal reflex (eyelid reflex) blepharospasm photophobia lacrimation)
CLOSED_ANGLE_GLAUCOMA	closed (narrow)-angle glaucoma (NAG)	(BLURRY_VISION VISUAL_FIELD_LOSS INCREASED_INTRAOCULAR_PRESSURE)	(blurry vision (decreased visual acuity, DVA) visual field loss increased intraocular pressure (IOP))
OPEN_ANGLE_GLAUCOMA	open-angle glaucoma (OAG)	(BLURRY_VISION VISUAL_IMPAIRMENT VISUAL_FIELD_LOSS)	(blurry vision (decreased visual acuity, DVA) visual impairment visual field loss)
ACUTE_ANGLE_CLOSURE_GLAUCOMA	acute angle-closure glaucoma	(CORNEAL_EDEMA INCREASED_INTRAOCULAR_PRESSURE RED_EYE HEADACHE NAUSEA VOMITING ERYTHEMA BLURRY_VISION EYE_PAIN)	(corneal edema increased intraocular pressure (IOP) red eye (pink eye, ocular erythema) headache nausea vomiting erythema blurry vision (decreased visual acuity, DVA) eye pain (ocular pain, oribtal pain))
MULTIPLE_SCLEROSIS	multiple sclerosis (MS)	(HEMIANOPIA HYPERSOMNIA SEIZURE CHOREOATHETOSIS APHASIA APRAXIA DEMENTIA MUSCULAR_ATROPHY HYPOREFLEXIA MARCUS_GUNN_PUPIL CONFUSION EUPHORIA TRIGEMINAL_NEURALGIA HEARING_LOSS FACIAL_WEAKNESS RADICULAR_PAIN COLD_EXTREMITY FATIGUE DEPRESSION IMPOTENCE CONSTIPATION OVERFLOW_INCONTINENCE URGE_INCONTINENCE DETRUSOR_INSTABILITY INCONTINENCE URINARY_URGENCY VERTIGO NYSTAGMUS INTERNUCLEAR_OPHTHALMOPLEGIA VISUAL_IMPAIRMENT DIPLOPIA BLURRY_VISION DYSARTHRIA SLURRED_SPEECH SPASTICITY BABINSKI^S_SIGN HYPERREFLEXIA REFLEX GAIT_ATAXIA ATAXIA WEAKNESS PAIN SIGN/SYMPTOM PARESTHESIA LOSS_OF_SENSATION NUMBNESS MYELITIS OPTIC_NEURITIS)	(hemianopia hypersomnia (hypersomnolence, excessive sleepiness) seizure; epileptic seizure choreoathetosis aphasia apraxia dementia muscle atrophy (amyotrophy) hyporeflexia Marcus Gunn pupil confusion euphoria trigeminal neuralgia (tic douloureux) hearing loss (hearing impairment, hard of hearing, HOH) facial weakness radicular pain cold extremity fatigue; lassitude; tiredness depression impotence constipation overflow incontinence urge incontinence detrusor instability (unstable bladder, hyperactive bladder, irritable bladder) incontinence urinary urgency vertigo nystagmus internuclear ophthalmoplegia (INO) visual impairment diplopia (double vision) blurry vision (decreased visual acuity, DVA) dysarthria slurred speech spasticity Babinski's sign hyperreflexia reflex gait ataxia ataxia weakness pain [odyn-] sign/symptom paresthesia loss of sensation numbness myelitis optic neuritis)
SCHILDER^S_DISEASE	Schilder's disease; myelinoclastic diffuse sclerosis; balo concentric sclerosis	(VOMITING HEADACHE MUSCLE_WEAKNESS INCONTINENCE TREMOR PERSONALITY_CHANGE SEIZURE HEMIPLEGIA QUADRIPLEGIA APHASIA DEAFNESS VISUAL_IMPAIRMENT DEMENTIA)	(vomiting headache muscle weakness incontinence tremor personality change seizure; epileptic seizure hemiplegia (HP) quadriplegia aphasia deafness visual impairment dementia)
PERIPHERAL_NERVE_DISEASE	peripheral nerve disease; peripheral neuropathy	(DEEP_TENDON_REFLEX HYPOREFLEXIA ALOPECIA FOOT_DROP MUSCLE_WEAKNESS ULCER PAIN MUSCLE_CRAMP NUMBNESS PRURITIS PARESTHESIA)	(deep tendon reflex (DTR) hyporeflexia alopecia (hair loss, balding) foot drop muscle weakness ulcer pain [odyn-] muscle cramp numbness pruritis (itching) paresthesia)
